字	韻
偠	影・蕭上
偡	澄娃咸上
偤	以伊尤平
健	羣依元去
偩	並依尤上
偪	幫威東入
偪	幫漪蒸入
偬	精・東去
偬	精・東上
偭	明伊先去
偭	明伊先上
偯	影依微上
偰	心・仙入
偲	心依之平
偲	清・咍平
偳	透區寒平
偳	端區寒平
側	莊漪蒸入
偵	知娃庚去
偵	徹漪清平
偵	徹漪清去
偶	疑・侯去
偶	疑・侯上
偷	透・侯平
偽	疑逶支去
傀	谿區咍上
傀	見區咍平
傁	心・侯上
傂	澄漪支平
傂	澄漪支上
傂	心伊支平
傃	心・模去
傄	曉蛙山入
傅	幫威魚去
傆	疑威元去
傈	來伊真入
傉	泥・冬入
傋	曉娃江上
傋	見娃江上
傌	明娃麻去
傍	並・唐平
傍	並・唐去
傎	端・仙平
傏	定・唐平
傑	羣漪先入
傒	匣・齊平
傓	書伊先去
傔	谿・添去
傕	見娃江入
傖	崇娃庚平
傖	清・唐平
傗	徹逶東入
傘	心・寒上
備	並漪脂去
傚	匣娃肴去
傛	以惟冬平
傛	以惟冬上
傜	以伊宵平
傝	透・談入
傝	透・覃去
傞	心・歌平
傞	清・歌平
傡	並娃耕去
傡	並娃耕上
傢	見娃麻平
傣	端・咍上
傪	清・覃平
傪	清・覃上
催	清區咍平
傭	以惟冬平
傭	徹逶冬平
傮	精・豪平
傯	精・東去
傯	精・東上
傱	心威冬上
傲	疑・豪去
傳	澄逶先平
傳	澄逶先去
傳	知逶先去
傴	影威魚上
債	莊娃佳去
債	莊娃耕入
傶	精・冬入
傷	書伊陽平
傷	書伊陽去
傸	初漪陽上
傺	徹漪祭去
傻	生蛙麻去
傻	生蛙麻上
傾	谿惟清平
傿	影依元去
僀	端・齊去
僁	心・仙入
僁	心伊真入
僂	來・侯平
僂	來・侯去
僂	來威魚上
僄	滂伊宵平
僄	滂伊宵去
僅	羣漪真去
僆	來・仙去
僆	來伊先上
僇	來依尤去
僇	來威東入
僉	清伊鹽平
僊	心伊先平
僋	來・覃去
僋	透・覃平
僋	透・覃去
僎	崇逶先去
僎	崇逶先上
僎	精惟真平
像	邪依陽上
僐	常伊先去
僐	常伊先上
僑	羣漪宵平
僒	羣逶真上
僓	匣區咍去
僓	透區咍上
僔	精區痕上
僕	並・冬入
僕	並・東入
僖	曉依之平
僗	來・豪去
僘	昌伊陽上
僙	見區唐平
僚	來・蕭平
僚	來伊宵上
僛	谿依之平
僜	定・登去
僜	徹漪蒸平
僝	崇娃山平
僝	崇逶先去
僞	疑逶支去
僟	見依微平
僢	昌惟真上
僣	透・仙入
僤	定・寒去
僤	定・寒上
僤	常伊先平
僥	疑・蕭平
僦	精依尤去
僧	心・登平
僨	幫威文去
僩	匣娃刪上
僩	見娃山上
僬	從伊宵平
僬	精伊宵平
僬	精伊宵去
僭	精・添去
僮	定・東平
僮	澄娃江去
僯	來伊真上
僰	並・登入
僱	見・模去
僳	心・東入
僴	見娃山上
僵	見依陽平
僶	明伊真上
僸	見漪侵去
僸	疑漪侵上
價	見娃麻去
僻	滂・青入
僻	滂伊清入
僽	崇漪尤去
僾	影・咍去
僾	影依微上
僿	書伊之去
儀	疑漪支平
儁	精惟真去
儂	泥・冬平
儃	定・寒平
儃	常伊先平
億	影依蒸入
儅	端・唐平
儅	端・唐去
儆	羣漪清去
儆	見漪清上
儇	曉惟先平
儈	見區泰去
儉	羣漪鹽上
儊	初漪魚去
儋	端・談平
儌	見・蕭上
儐	幫伊真平
儐	幫伊真去
儑	疑・談入
儑	疑・覃去
儑	疑・覃入
儒	日惟魚平
儓	定・咍平
儓	透・咍去
儔	定・豪去
儔	澄漪尤平
儕	崇娃皆平
儖	來・談平
儗	曉・咍去
儗	疑・咍去
儗	疑依之去
儗	疑依之上
儘	精伊真上
儛	明威魚上
儜	孃娃耕平
償	常伊陽平
償	常伊陽去
償	書伊陽上
儠	來伊鹽入
儡	來區咍平
儡	來區咍上
儢	來依魚上
儥	定・東入
儥	以惟東入
儦	幫漪宵平
儧	精區寒上
儩	心伊支去
優	影依尤平
儭	清伊真去
儭	初漪真去
儯	定・登平
儰	云逶支上
儱	來・東上
儱	來威冬去
儲	澄漪魚平
儳	崇娃咸平
儳	崇娃咸去
儳	初娃銜去
儴	日伊陽平
儵	書惟東入
儶	匣區齊去
儷	來・齊去
儸	來・歌平
儹	精區寒上
儺	泥・歌平
儻	端・唐上
儻	透・唐去
儻	透・唐上
儼	疑依嚴上
儽	來區咍去
儽	來惟脂平
儾	泥・唐去
儿	日伊真平
兀	疑區痕入
允	以惟真上
兂	莊漪侵平
元	疑威元平
兄	曉逶清平
充	昌惟東平
兆	澄漪宵上
兇	曉威冬平
兇	曉威冬上
先	心・仙平
先	心・仙去
光	見區唐平
光	見區唐去
兊	定區泰去
克	谿・登入
兌	定區泰去
免	明漪先上
兒	疑・齊平
兒	日伊支平
兓	精伊侵平
兔	透・模去
兕	邪伊脂上
兖	以惟先上
兗	以惟先上
党	端・唐上
兜	端・侯平
兟	生漪真平
兠	端・侯平
兢	見依蒸平
入	日伊侵入
內	泥區咍去
全	從惟先平
兩	來依陽去
兩	來依陽上
八	幫娃山入
公	見・東平
六	來威東入
兮	匣・齊平
共	羣威冬去
共	見威冬平
兲	透・仙平
兵	幫漪清平
其	羣依之平
其	見依之平
具	羣威魚去
典	端・仙上
兹	從依之平
兹	精依之平
兼	見・添平
兼	見・添去
兾	見漪脂去
冀	見漪脂去
冂	明・青入
冃	明・豪去
冃	明・豪上
冄	日伊鹽平
内	泥區咍去
冇	明・豪上
冉	日伊鹽平
冉	日伊鹽上
冊	初娃耕入
冋	匣區青上
冋	見區青平
再	精・咍去
冎	見蛙麻上
冑	澄漪尤去
冒	明・豪去
冒	明・登入
冓	見・侯平
冓	見・侯去
冔	曉威魚上
冕	明漪先上
冖	明・青入
冗	日惟冬上
冘	以伊侵平
冘	以伊尤平
冞	明伊支平
冟	書伊清入
冠	見區寒平
冠	見區寒去
冡	明・東平
冢	知逶冬上
冤	影威元平
冥	明・青平
冪	明・青入
冫	幫漪蒸平
冬	端・冬平
冰	幫漪蒸平
冱	匣・模去
决	見區仙入
况	曉威陽去
冶	以伊麻上
冷	來娃庚上
冷	來・青平
冷	來・青上
冸	滂・寒去
冹	幫威元入
冹	幫威文入
冼	心・仙上
冽	來伊先入
凄	清・齊平
凅	見・模去
准	章惟真上
凇	心・東去
凇	心威冬平
凈	初娃耕平
凉	來依陽平
凊	清伊清去
凋	端・蕭平
凌	來依蒸平
凍	端・東平
凍	端・東去
凓	來伊真入
凔	清・唐平
凘	心伊支平
凙	定・唐入
凚	羣漪侵去
凚	羣漪侵上
凜	羣漪侵平
凜	來伊侵上
凝	疑依蒸平
凝	疑依蒸去
几	常惟魚平
几	見漪脂上
凡	並威嚴平
凭	並漪蒸平
凭	並漪蒸去
凰	匣區唐平
凱	谿・咍上
凳	端・登去
凶	曉威冬平
凷	谿區咍去
凷	谿區泰去
凷	谿蛙皆去
凸	定・仙入
凸	定區痕入
凹	影娃咸入
出	昌惟脂去
出	昌惟真入
函	匣娃咸平
函	匣・覃平
刀	端・豪平
刁	端・蕭平
刂	端・豪平
刃	日伊真去
分	並威文去
分	幫威文平
切	清・齊去
切	清・仙入
刈	疑依廢去
刊	谿・寒平
刌	清區痕上
刎	明威文上
刏	羣依微平
刏	見區咍去
刏	見依微平
刑	匣・青平
划	匣蛙麻平
划	見區歌去
划	見區歌上
刓	疑區寒平
刕	來伊脂平
刖	疑區痕入
刖	疑威元入
刖	疑蛙刪入
列	來伊先入
列	知逶魚平
刜	並威文入
刜	滂威文入
初	初漪魚平
刞	清依魚去
刡	明伊真上
刢	來・青平
判	滂・寒去
別	並漪先入
別	幫漪先入
刨	並娃肴平
利	來伊脂去
刪	生娃刪平
别	並漪先入
别	幫漪先入
刮	見蛙刪入
到	端・豪去
刱	初漪陽去
刲	谿區齊平
刳	谿・模平
刴	端區歌去
刵	日伊之去
制	章伊祭去
刷	生逶先入
刷	生蛙刪入
券	谿威元去
刹	初娃刪入
刺	清伊清入
刺	清伊支去
刻	谿・登入
刾	清伊支去
剁	端區歌去
剃	透・齊去
剄	見・青上
剅	來・侯平
剅	端・侯平
剆	來・歌平
剆	來・歌上
則	精・登入
剈	影區仙平
剉	清區歌去
削	心依陽入
剋	谿・登入
剌	來・寒入
前	從・仙平
剎	初娃刪入
剏	初漪陽去
剒	清・唐入
剔	透・青入
剖	滂・侯上
剖	滂威魚上
剗	初娃山上
剚	莊漪之去
剛	見・唐平
剜	影區寒平
剝	幫娃江入
剞	見漪支上
剟	知逶先入
剟	端區寒入
剠	羣漪清平
剡	常伊鹽上
剡	以伊鹽上
剢	端・東入
剥	幫娃江入
剨	曉蛙耕入
剩	船伊蒸去
剪	精伊先上
剫	定・唐入
剬	章惟先上
剬	端區寒平
剭	影・東入
剮	見蛙麻上
副	滂依尤去
副	滂威東入
副	滂漪蒸入
剰	船伊蒸去
割	見・寒入
剴	見・咍平
剴	疑・咍平
創	初漪陽平
創	初漪陽去
剶	徹逶先平
剶	精惟先平
剷	初娃山上
剸	定區寒平
剸	章惟先平
剸	章惟先去
剸	章惟先上
剹	來威東入
剺	來依之平
剻	滂・登上
剽	並伊宵平
剽	滂伊宵去
剾	谿・侯平
剾	影・侯平
剿	精伊宵上
劀	見蛙刪入
劀	見蛙山入
劁	從伊宵平
劁	從伊宵去
劂	見威元入
劃	匣蛙耕入
劃	曉蛙耕入
劄	知娃咸入
劇	羣漪清入
劈	滂・青入
劉	來依尤平
劊	見區泰去
劊	見區寒入
劋	精・蕭上
劌	見逶祭去
劍	見依嚴去
劐	曉區唐入
劑	從・齊去
劑	精惟支平
劒	見依嚴去
劓	疑漪脂去
劔	見依嚴去
劕	章伊真入
劗	從區寒平
劗	精區寒平
劘	明・歌平
劙	來・齊去
劙	來・齊上
劙	來伊支平
力	來依蒸入
劜	影娃刪入
功	見・東平
加	見娃麻平
劣	來惟先入
劤	見依文去
劥	谿娃庚平
劦	匣・添入
助	崇漪魚去
努	泥・模上
劫	見依嚴入
劬	羣威魚平
劭	常伊宵去
劮	以伊真入
劵	谿威元去
効	匣娃肴去
劺	明依尤平
劻	谿威陽平
劼	谿娃山入
劾	匣・咍去
劾	匣・登入
劾	谿娃皆去
勀	谿・登入
勁	見伊清去
勃	並區痕入
勅	徹漪蒸入
勇	以惟冬上
勉	明漪先上
勊	谿・登入
勍	羣漪清平
勐	明娃庚上
勑	來・咍去
勒	來・登入
勔	明伊先上
動	定・東上
勖	曉威冬入
勗	曉威冬入
勘	谿・覃去
務	明威魚去
勛	曉威文平
勜	影・東上
勝	書伊蒸平
勝	書伊蒸去
勞	來・豪平
勞	來・豪去
募	明・模去
勠	來依尤平
勠	來依尤去
勠	來威東入
勡	滂伊宵去
勢	書伊祭去
勣	精・青入
勤	羣依文平
勥	羣依陽平
勥	羣依陽上
勦	崇娃肴平
勦	精伊宵上
勨	以伊陽上
勨	邪依陽上
勩	以伊祭去
勩	以伊脂去
勬	見逶先平
勬	見逶先去
勮	羣依魚去
勰	匣・添入
勱	明娃夬去
勲	曉威文平
勳	曉威文平
勴	來依魚去
勵	來伊祭去
勷	日伊陽平
勸	谿威元去
勹	幫娃肴平
勺	常伊陽入
勺	章伊陽入
勻	以惟真平
勼	見依尤平
勽	並・豪去
勽	明威文上
勾	見・侯平
勿	明威文入
匀	以惟真平
匃	見・泰去
匃	見・寒入
包	幫娃肴平
匆	清・東平
匈	曉威冬平
匉	滂娃耕平
匊	見威東入
匋	定・豪平
匌	谿・覃入
匌	見・覃入
匍	並・模平
匏	並娃肴平
匐	並・登入
匐	並威東入
匑	谿威東平
匑	見威東平
匕	幫伊脂上
化	曉蛙麻去
北	幫・登入
匘	泥・豪上
匙	常伊支平
匚	幫威陽平
匜	以伊支平
匜	以伊支上
匝	精・覃入
匠	從依陽去
匡	谿威陽平
匣	匣娃銜入
匤	谿威冬入
匥	並漪先去
匧	谿・添入
匨	精・唐平
匪	幫威微上
匫	曉區痕入
匭	見逶脂上
匯	匣區咍上
匯	谿蛙皆平
匰	端・寒平
匱	羣逶脂去
匳	來伊鹽平
匴	心區寒上
匵	定・東入
匶	羣依尤去
匹	滂伊真入
医	影・齊去
匽	影依元去
匽	影依元上
匾	幫・仙上
匿	孃漪蒸入
匿	透・登入
區	谿威魚平
區	影・侯平
十	常伊侵入
卂	心伊真去
卂	知逶祭去
千	清・仙平
卄	見威冬平
卅	心・談入
卅	心・覃入
升	書伊蒸平
午	疑・模上
卉	曉威微去
卉	曉威微上
半	幫・寒去
卌	心伊侵入
卍	明威元去
卑	幫伊支平
卒	清區痕入
卒	精區痕入
卒	精惟真入
卓	知娃江入
協	匣・添入
南	泥・覃平
卙	昌伊侵入
博	幫・唐入
卛	見威元去
卜	幫・東入
卝	匣蛙庚上
卞	並漪先去
卟	見・齊平
卟	谿・齊上
占	章伊鹽平
占	章伊鹽去
卡	谿娃麻上
卣	以伊尤平
卣	以伊尤上
卤	心・齊平
卦	見蛙佳去
卩	精・仙入
卬	疑・唐平
卬	疑依陽上
卮	章伊支平
卯	明娃肴上
印	影伊真去
危	疑逶支平
卲	常伊宵去
即	精依蒸入
却	谿依陽入
卵	來區寒上
卵	來區歌上
卶	書伊支去
卶	昌伊支去
卷	羣逶先平
卷	羣威元上
卷	見逶先去
卷	見逶先上
卸	心伊麻去
卹	心惟真入
卻	谿依陽入
卻	見依陽入
卽	精依蒸入
卿	谿漪清平
厀	心伊真入
厂	曉・寒去
厂	曉・寒上
厃	章伊鹽平
厄	影娃耕入
厇	知娃耕入
厈	昌伊麻去
厊	疑娃麻上
厎	章伊脂上
厎	章伊之上
厏	崇娃麻上
厏	莊娃麻上
厓	疑娃佳平
厖	明娃江平
厗	定・齊平
厘	來依之平
厙	書伊麻去
厚	匣・侯去
厚	匣・侯上
厜	精伊支平
厝	清・唐入
厝	清・模去
原	疑威元平
厤	來・青入
厥	見威元入
厥	見威文入
厧	端・仙平
厨	澄逶魚平
厬	見逶脂上
厭	影伊鹽去
厭	影伊鹽上
厭	影伊鹽入
厱	谿娃咸平
厱	谿依嚴平
厲	來伊祭去
厴	影伊鹽上
厵	疑威元平
厶	心伊脂平
厸	明・添上
厹	羣依尤平
去	谿依魚去
去	谿依魚上
厽	來惟支上
厾	端依幽平
叀	常惟先去
叀	章惟先平
叁	心・談平
參	心・談平
參	生漪侵平
參	清・覃平
參	清・覃去
參	初漪侵平
又	云依尤去
叉	初娃麻平
叉	初娃佳平
及	羣漪侵入
友	云依尤上
反	滂威元平
反	幫威元上
叒	日伊陽入
叔	書惟東入
叕	知逶先入
取	清・侯上
取	清威魚上
受	常伊尤上
叚	見娃麻上
叛	並・寒去
叜	心・侯上
叟	心・侯上
叡	以惟祭去
叢	從・東平
口	谿・侯上
古	見・模上
句	羣威魚平
句	見・侯平
句	見・侯去
句	見威魚去
另	來・青去
叨	透・豪平
叩	谿・侯上
只	章伊支平
只	章伊支上
叫	見・蕭去
召	常伊宵去
召	澄漪宵去
叭	滂娃山入
叮	端・青平
可	谿・歌上
台	以伊之平
台	透・咍平
叱	昌伊真入
史	生漪之上
右	云依尤去
右	云依尤上
叴	羣依尤平
叵	滂・歌上
叶	匣・添入
号	匣・豪去
司	心依之平
叻	來・登入
叼	端・蕭平
叿	曉・東平
吁	曉威魚平
吁	云威魚去
吂	明・唐平
吂	明・唐去
吃	見依文入
各	見・唐入
吅	曉威元平
吅	邪威冬去
吆	影・蕭平
合	匣・覃入
合	見・覃入
吉	見伊真入
吊	端・蕭去
吋	清區痕去
同	定・東平
名	明伊清平
后	匣・侯去
后	匣・侯上
吏	來依之去
吐	透・模去
吐	透・模上
向	曉依陽去
向	書伊陽去
吒	知娃麻去
吕	來依魚上
吖	影娃麻平
君	見威文平
吜	徹漪尤上
吝	來伊真去
吞	透・仙平
吞	透・痕平
吟	疑漪侵平
吟	疑漪侵去
吠	並威廢去
吡	並伊真入
吡	滂伊支上
吢	清伊侵去
吣	清伊侵去
否	並漪脂上
否	幫依尤上
吧	幫娃麻平
吧	滂娃麻平
吨	透區痕上
吩	幫威文平
吪	疑區歌平
含	匣・覃平
听	疑漪真上
听	疑依文上
吭	匣・唐平
吭	匣・唐去
吭	匣・唐上
吮	從惟先上
吮	船惟真上
启	谿・齊上
吰	匣蛙耕平
吱	谿伊支去
吲	以伊真上
吳	疑・模平
吴	疑・模平
吵	明伊宵上
吵	初娃肴上
吶	泥・覃入
吸	曉漪侵入
吹	昌惟支平
吹	昌惟支去
吺	端・侯平
吻	明威文上
吼	曉・侯去
吼	曉・侯上
吽	曉・侯上
吾	疑娃麻平
吾	疑・模平
吿	見・豪去
吿	見・冬入
呀	曉娃麻平
呀	疑娃麻平
呁	見惟真去
呂	來依魚上
呃	影娃皆去
呃	影娃耕入
呆	疑・咍平
呆	端・咍平
呈	澄漪清平
呈	澄漪清去
告	見・豪去
告	見・冬入
呋	幫威魚平
呎	昌伊清入
呐	孃逶先入
呔	端・咍平
呝	影娃耕入
呞	書伊之平
呢	孃漪脂平
呣	明・侯平
呤	來・青平
呥	日伊鹽平
呦	影伊幽平
周	章伊尤平
呪	章伊尤去
呫	透・添入
呬	曉漪脂去
呭	以伊祭去
呰	精伊支上
呱	見・模平
呲	從伊支平
呲	精伊支平
味	明威微去
呴	曉・侯上
呴	曉威魚去
呵	曉・歌平
呵	曉・歌去
呶	孃娃肴平
呷	曉娃銜入
呸	滂漪脂平
呺	曉漪宵平
呻	書伊真平
呼	曉・模平
命	明漪清去
呾	影娃刪入
呾	端・寒入
呿	谿依歌平
呿	谿依魚去
呿	谿依嚴入
咀	從依魚上
咀	影娃刪入
咀	精依魚上
咁	見・談平
咂	精・覃入
咄	端區痕入
咄	端區寒入
咅	透・侯去
咆	並娃肴平
咇	並・仙入
咇	並伊真入
咇	幫漪真入
咈	並威文入
咉	影・唐平
咉	影・唐上
咊	匣區歌平
咋	崇娃庚入
咋	莊娃麻去
咋	莊娃耕入
和	匣區歌平
和	匣區歌去
咍	曉・咍平
咎	羣依尤上
咎	見・豪平
咏	云逶清去
咐	幫威魚去
咒	章伊尤去
咕	見・模平
咖	谿娃麻平
咚	端・冬平
咟	匣蛙耕入
咠	清伊侵入
咠	精伊侵入
咡	日伊之平
咡	日伊之去
咢	疑・唐入
咣	見區唐平
咤	知娃麻平
咤	知娃麻去
咥	定・仙入
咥	端・仙入
咥	徹漪真入
咦	曉伊脂平
咧	來伊先入
咨	精伊脂平
咩	明伊麻平
咩	明伊支上
咪	明・齊平
咪	明伊支上
咫	章伊支上
咬	見娃肴平
咬	疑娃肴上
咬	影娃肴平
咭	曉伊真入
咭	谿娃山入
咮	章惟魚平
咮	知漪尤平
咮	知漪尤去
咮	知逶魚去
咯	見・唐入
咰	生逶真入
咱	從・覃平
咳	匣・咍平
咳	谿・登入
咶	匣蛙刪入
咶	曉蛙夬去
咶	曉蛙皆去
咷	定・豪平
咷	透・蕭去
咸	匣娃咸平
咹	影・寒入
咺	曉威元上
咻	曉依尤平
咻	曉威魚上
咼	谿蛙佳平
咽	影・仙平
咽	影・仙去
咽	影・仙入
咿	影伊脂平
哀	影・咍平
品	滂漪侵上
哂	書伊真上
哃	定・東平
哄	匣・東去
哆	端・歌去
哆	端・歌上
哆	昌伊麻上
哆	昌伊支上
哆	昌伊之去
哆	知娃麻去
哆	徹娃麻平
哇	影娃佳平
哇	影蛙麻平
哈	曉・覃入
哈	疑・覃入
哉	精・咍平
哊	云威東入
哎	疑・泰去
哎	影・泰去
哏	匣・痕平
哐	谿威陽平
哚	端區歌上
哞	明依尤平
員	云逶先平
員	云威文平
員	云威文去
哢	來・東去
哤	明娃江平
哥	見・歌平
哦	疑・歌平
哧	書伊清入
哧	昌伊清入
哨	心伊宵平
哨	清伊宵去
哩	來依之上
哪	泥・歌上
哫	精威冬入
哭	谿・東入
哮	曉娃肴平
哮	曉娃肴去
哯	匣・仙上
哰	來・豪平
哱	滂區痕入
哲	知漪先入
哳	知娃刪入
哴	來・唐平
哴	來依陽去
哵	幫娃山入
哷	來惟先入
哹	並依尤平
哹	幫依尤平
哺	並・模去
哼	曉娃庚平
哽	見娃庚上
哿	見・歌上
唁	疑漪先去
唂	見・東入
唄	並娃夬去
唄	幫・泰去
唅	匣・覃去
唅	曉・覃平
唆	心區歌平
唇	章伊真平
唈	影・覃入
唈	影漪侵入
唉	影娃皆上
唉	影・咍平
唊	見・添入
唌	定・寒平
唏	曉依微去
唏	曉依微上
唐	定・唐平
唑	從區歌去
唔	疑・模平
唕	從・豪上
唚	清伊侵去
唧	精伊真入
唧	精依蒸入
唪	並・東上
唪	並威冬上
唫	羣漪侵上
唫	疑漪侵平
唬	曉娃麻去
唬	見蛙庚入
唭	谿依之去
售	常伊尤去
唯	以惟脂平
唯	以惟脂上
唰	生逶先入
唰	生蛙刪入
唱	昌伊陽去
唲	日伊支平
唳	來・齊去
唳	來・仙入
唴	谿依陽去
唵	影・覃上
唶	精伊麻去
唷	以惟東入
唸	端・添去
唸	端・仙去
唹	影依魚平
唻	來娃皆平
唻	來・咍上
唼	生娃銜入
唼	精伊鹽入
唼	精・覃入
唾	透區歌去
啀	疑娃佳平
啁	知娃肴平
啁	知漪尤平
啂	泥・侯上
啃	谿・痕上
啄	端・東入
啄	知娃江入
啅	知娃江入
商	書伊陽平
啇	端・青入
啉	來・覃平
啊	影・歌平
啌	曉娃江平
啍	定區痕平
啎	疑・模去
問	明威文去
啐	心區咍去
啐	清區咍去
啐	精惟真入
啑	生娃銜入
啑	端・齊去
啒	曉區痕入
啒	見區痕入
啓	谿・齊上
啕	定・豪平
啖	定・談去
啖	定・談上
啗	定・談去
啗	定・談上
啙	從・齊上
啙	精・齊平
啙	精伊支上
啚	定・模平
啚	幫漪脂上
啜	常惟祭去
啜	昌惟先入
啜	知逶祭去
啜	知逶先入
啞	影娃麻去
啞	影娃庚入
啞	影娃麻上
啞	影娃耕入
啟	谿・齊上
啡	滂區咍上
啣	匣娃銜平
啤	並伊支平
啥	書伊麻上
啦	來・覃入
啪	滂娃庚入
啵	幫・歌平
啶	定・青去
啷	來・唐平
啺	定・唐平
啻	書伊支去
啼	定・齊平
啾	精依尤平
喀	谿娃庚入
喁	疑威冬平
喂	影威微去
喃	孃娃咸平
善	常伊先上
喅	以惟東入
喆	知漪先入
喇	來・寒入
喈	見娃皆平
喉	匣・侯平
喊	匣娃咸上
喊	曉・談上
喊	曉娃咸上
喋	定・添入
喋	澄娃銜入
喋	端・添入
喌	章伊尤平
喌	章惟東入
喎	谿蛙佳平
喏	日伊麻上
喑	影・覃平
喑	影漪侵平
喑	影漪侵去
喓	影伊宵平
喔	影娃江入
喗	疑威文上
喘	昌惟先上
喙	曉威廢去
喚	曉區寒去
喛	曉威元平
喛	曉區寒去
喜	曉依之上
喝	曉・寒入
喝	影娃夬去
喟	谿逶脂去
喟	谿蛙皆去
喠	昌惟冬上
喠	章惟冬上
喢	生娃咸入
喢	生漪鹽入
喢	昌伊鹽入
喢	初娃咸入
喣	曉威魚上
喤	匣蛙庚平
喤	曉蛙庚平
喥	定・唐入
喦	日伊鹽入
喧	曉威元平
喨	來依陽去
喪	心・唐平
喪	心・唐去
喫	谿・青入
喬	羣漪宵平
喬	見漪宵平
喭	疑・寒去
喭	疑漪先去
單	常伊先平
單	常伊先去
單	常伊先上
單	端・寒平
喰	心區痕平
喰	清・寒平
